model,id,one_hop_a,one_hop_b,two_hop_cot,two_hop_no_cot,two_hop_no_cot_baseline1,two_hop_no_cot_baseline2,two_hop_with_facts_in_context,both_1hops_correct,two_hop_also_correct,two_hop_also_correct_corrected
Qwen/Qwen2.5-72B-Instruct-Turbo,2428,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2690,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2745,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2759,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2796,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,2995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3007,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3249,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3321,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3490,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3501,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3550,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3570,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3581,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3608,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3725,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3871,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3906,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3936,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,3982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4056,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4124,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4253,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4478,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,4548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4573,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4698,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4774,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4799,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4826,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4844,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4861,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4872,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,4963,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5180,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,5230,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5494,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5589,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5736,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5810,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5860,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,5963,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,6131,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6135,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6174,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6220,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6284,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6327,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6334,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6357,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6382,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6598,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6613,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6697,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,6827,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6931,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,6946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7006,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7107,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7223,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7449,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7520,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7532,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7569,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7607,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7620,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7632,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7709,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7777,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,7887,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,7980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8015,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8239,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8340,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8751,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8949,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8968,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,8998,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9022,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9023,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9216,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9336,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9462,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9503,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,9523,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9524,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9657,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9669,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9718,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,9781,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10009,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10036,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10058,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10200,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10299,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10309,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10449,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10454,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10507,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10656,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10660,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10690,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10788,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,10858,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,10890,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,11078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11131,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11243,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11270,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11280,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11364,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,11372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11381,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11472,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11578,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11696,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
Qwen/Qwen2.5-72B-Instruct-Turbo,11702,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11724,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11795,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11820,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11834,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,11930,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
Qwen/Qwen2.5-72B-Instruct-Turbo,12032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
